dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
1,9,0.47138482332229614,0.3517739772796631,-0.11961084604263306,-0.11961084604263306,9,9,1,1
3,4,5.484723260451574e-06,6.61510512145469e-06,1.1303818610031158e-06,1.1303818610031158e-06,4,4,1,0
4,1,2.0265821149223484e-05,1.6651636542519554e-05,-3.6141846067039296e-06,-3.6141846067039296e-06,1,1,1,1
5,1,0.0036980267614126205,0.0013948845444247127,-0.002303142100572586,-0.002303142100572586,1,1,1,1
6,2,0.0001607912126928568,0.00016583054093644023,5.039328243583441e-06,5.039328243583441e-06,2,2,1,0
18,2,0.0007760637672618032,0.0016354401595890522,0.000859376392327249,0.000859376392327249,2,2,1,0
19,6,0.015650494024157524,0.007763226516544819,-0.007887267507612705,-0.007887267507612705,3,7,1,1
23,6,2.6139799956581555e-05,0.00010403967462480068,7.789987284922972e-05,7.789987284922972e-05,6,6,1,0
28,4,5.166080427443376e-06,2.137087221854017e-06,-3.0289932055893587e-06,-3.0289932055893587e-06,4,4,1,1
31,9,0.676654577255249,0.2724756598472595,-0.4041789174079895,-0.4041789174079895,9,9,1,1
32,1,0.005072162486612797,0.006083737593144178,0.0010115751065313816,0.0010115751065313816,1,1,1,0
33,3,0.00010288257180945948,0.00010449106775922701,1.60849594976753e-06,1.60849594976753e-06,3,3,1,0
34,4,2.5461365567025496e-06,2.0994345959479688e-06,-4.467019607545808e-07,-4.467019607545808e-07,4,4,1,0
35,0,0.0002682700869627297,8.969818736659363e-05,-0.00017857190687209368,-0.00017857190687209368,7,7,1,1
37,7,1.1141139566461788e-07,1.8728563588865654e-07,7.587424022403866e-08,7.587424022403866e-08,7,7,1,0
44,1,0.0015725879929959774,0.001899251714348793,0.00032666372135281563,0.00032666372135281563,1,1,1,0
45,1,0.0008448155713267624,0.0007111640297807753,-0.00013365154154598713,-0.00013365154154598713,1,1,1,1
49,0,0.00013498702901415527,9.152696293313056e-05,-4.3460066081024706e-05,-4.3460066081024706e-05,0,0,0,1
50,9,0.4512788653373718,0.32998204231262207,-0.12129682302474976,-0.12129682302474976,9,0,1,1
53,9,0.017168398946523666,0.0024552051909267902,-0.014713194221258163,-0.014713194221258163,0,1,1,1
54,2,3.3515243558213115e-06,2.8439474135666387e-06,-5.075769422546728e-07,-5.075769422546728e-07,2,2,1,0
55,2,5.945261727902107e-05,8.360555511899292e-05,2.4152937839971855e-05,2.4152937839971855e-05,2,2,1,0
57,2,5.9454825532156974e-05,2.203191615990363e-05,-3.7422909372253343e-05,-3.7422909372253343e-05,2,2,1,1
