dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
1,9,0.4560915529727936,0.3346893787384033,-0.12140217423439026,-0.12140217423439026,9,1,1,1
3,4,7.37374057280249e-06,9.361827324028127e-06,1.9880867512256373e-06,1.9880867512256373e-06,4,4,1,0
4,1,1.4806513718212955e-05,1.169006009149598e-05,-3.116453626716975e-06,-3.116453626716975e-06,1,1,1,0
5,1,0.0013259423431009054,0.0005052191554568708,-0.0008207231876440346,-0.0008207231876440346,1,1,1,1
6,2,0.00011545945017132908,0.00010570701851975173,-9.752431651577353e-06,-9.752431651577353e-06,2,2,1,0
18,2,0.00042320392094552517,0.0008493653731420636,0.00042616145219653845,0.00042616145219653845,2,2,1,0
19,6,0.015573638491332531,0.006540337111800909,-0.00903330184519291,-0.00903330184519291,3,7,1,1
23,6,4.845470539294183e-05,0.00016936245083343238,0.00012090774544049054,0.00012090774544049054,6,6,1,0
28,4,3.843757440336049e-06,1.685701249698468e-06,-2.1580563043244183e-06,-2.1580563043244183e-06,4,4,1,0
31,9,0.6588526964187622,0.25722089409828186,-0.40163180232048035,-0.40163180232048035,9,1,1,1
32,1,0.004236953798681498,0.005270148161798716,0.001033194363117218,0.001033194363117218,1,1,1,0
33,3,0.0001551474997540936,0.00016325264004990458,8.105140295810997e-06,8.105140295810997e-06,3,3,1,0
34,4,2.8452154765545856e-06,2.353083800699096e-06,-4.921316758554894e-07,-4.921316758554894e-07,2,4,1,0
35,0,0.0004941400256939232,0.00014955746883060783,-0.0003445825423114002,-0.0003445825423114002,7,7,1,0
37,7,2.1254226112432661e-07,2.3192042419850623e-07,1.937816307417961e-08,1.937816307417961e-08,7,7,1,0
44,1,0.0012547778896987438,0.0014501973055303097,0.00019541941583156586,0.00019541941583156586,1,1,1,0
45,1,0.0006577197927981615,0.0005666138022206724,-9.110599057748914e-05,-9.110599057748914e-05,1,1,1,0
49,0,0.0001289590582018718,7.364337216131389e-05,-5.531568604055792e-05,-5.531568604055792e-05,0,0,0,0
50,9,0.20516632497310638,0.1493855118751526,-0.055780813097953796,-0.055780813097953796,0,0,1,1
53,9,0.014594602398574352,0.0017438401700928807,-0.012850762344896793,-0.012850762344896793,1,1,1,1
54,2,2.9332450139918365e-06,2.5823530904744985e-06,-3.50891923517338e-07,-3.50891923517338e-07,2,2,1,0
55,2,7.140281377360225e-05,9.037623385665938e-05,1.8973420083057135e-05,1.8973420083057135e-05,2,2,1,0
57,2,9.049922664416954e-05,2.6973506464855745e-05,-6.352571654133499e-05,-6.352571654133499e-05,2,2,1,0
58,4,1.6968170939435367e-06,2.0045933979417896e-06,3.0777630399825284e-07,3.0777630399825284e-07,2,4,1,0
61,1,1.6263409634120762e-05,1.1365655154804699e-05,-4.897754479316063e-06,-4.897754479316063e-06,1,1,1,0
64,1,0.004354469478130341,0.002071061637252569,-0.0022834078408777714,-0.0022834078408777714,1,1,1,1
72,6,0.058155033737421036,0.06689215451478958,0.008737120777368546,0.008737120777368546,6,1,1,0
75,1,0.011308527551591396,0.005588711705058813,-0.005719815846532583,-0.005719815846532583,1,1,1,1
77,0,0.0019678843673318624,0.0011755517916753888,-0.0007923325756564736,-0.0007923325756564736,0,0,1,1
88,9,0.06744492053985596,0.026624925434589386,-0.04081999510526657,-0.04081999510526657,1,1,1,1
89,4,2.6643530873116106e-05,6.273080998653313e-06,-2.0370449419715442e-05,-2.0370449419715442e-05,2,2,1,0
96,1,0.0033468962647020817,0.0016657786909490824,-0.0016811175737529993,-0.0016811175737529993,8,8,1,1
99,1,0.0019366395426914096,0.0012512599350884557,-0.0006853796076029539,-0.0006853796076029539,1,1,1,1
100,8,0.00015748472651466727,0.00017475700587965548,1.7272279364988208e-05,1.7272279364988208e-05,8,8,1,0
101,3,1.4773814655200113e-05,3.0083743695286103e-05,1.5309928130591288e-05,1.5309928130591288e-05,3,2,1,0
102,9,0.11269108951091766,0.04358571022748947,-0.06910537928342819,-0.06910537928342819,1,1,1,1
103,6,0.07385625690221786,0.06638805568218231,-0.007468201220035553,-0.007468201220035553,8,8,1,1
105,1,7.86516466178e-06,7.971377272042446e-06,1.062126102624461e-07,1.062126102624461e-07,1,1,1,0
109,9,0.4534977674484253,0.3114289939403534,-0.1420687735080719,-0.1420687735080719,1,1,1,1
110,9,0.007960760965943336,0.001362923183478415,-0.006597837898880243,-0.006597837898880243,1,1,1,1
111,8,0.000210918762604706,0.0002361944643780589,2.527570177335292e-05,2.527570177335292e-05,8,8,1,0
112,1,0.0006548833334818482,0.0005057671223767102,-0.00014911621110513806,-0.00014911621110513806,1,1,1,0
113,7,0.0014682462206110358,0.0005742179928347468,-0.000894028227776289,-0.000894028227776289,2,7,1,1
116,0,0.00011642267054412514,5.071835403214209e-05,-6.570431287400424e-05,-6.570431287400424e-05,8,8,1,0
117,6,1.0393765478511341e-05,2.183281867473852e-05,1.1439053196227178e-05,1.1439053196227178e-05,6,6,1,0
124,6,0.0004688666667789221,0.0016287161270156503,0.0011598494602367282,0.0011598494602367282,6,6,1,0
126,1,0.0004954866599291563,8.219896699301898e-05,-0.0004132876929361373,-0.0004132876929361373,1,1,1,0
132,6,0.0011008080327883363,0.0009051839006133378,-0.00019562413217499852,-0.00019562413217499852,2,2,1,0
134,1,0.0018367241136729717,0.0019008279778063297,6.4103864133358e-05,6.4103864133358e-05,1,1,1,0
137,1,7.644920515303966e-06,4.25953658123035e-06,-3.385383934073616e-06,-3.385383934073616e-06,1,1,1,0
138,2,0.0008328715339303017,0.0005460621905513108,-0.0002868093433789909,-0.0002868093433789909,2,2,1,0
140,1,0.03372640162706375,0.011092414148151875,-0.02263398841023445,-0.02263398841023445,0,0,1,1
142,3,0.006892941892147064,0.004621546715497971,-0.0022713951766490936,-0.0022713951766490936,2,2,1,1
145,4,0.0007105706026777625,0.00040729506872594357,-0.00030327553395181894,-0.00030327553395181894,4,4,1,0
146,9,0.08328348398208618,0.08992431312799454,0.006640829145908356,0.006640829145908356,4,4,1,0
147,9,0.005115711595863104,0.004862767178565264,-0.0002529444172978401,-0.0002529444172978401,0,0,1,0
153,4,4.205583536531776e-06,3.140116177746677e-06,-1.0654673587850993e-06,-1.0654673587850993e-06,4,4,1,0
154,6,0.0010522210504859686,0.0006346779991872609,-0.0004175430512987077,-0.0004175430512987077,4,4,1,0
158,4,1.2540435818664264e-06,4.954693508807395e-07,-7.585742309856869e-07,-7.585742309856869e-07,4,4,0,0
160,1,0.00017443358956370503,0.00041338615119457245,0.00023895256163086742,0.00023895256163086742,1,1,1,0
162,4,0.002785787917673588,0.002525624353438616,-0.000260163564234972,-0.000260163564234972,7,7,1,0
