dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
1,9,0.542113721370697,0.4136471450328827,-0.12846657633781433,-0.12846657633781433,9,9,0,1
3,4,2.928768935817061e-06,2.9669165542145493e-06,3.814761839748826e-08,3.814761839748826e-08,4,4,0,1
4,1,1.3443558600556571e-05,8.900197826733347e-06,-4.543360773823224e-06,-4.543360773823224e-06,1,1,1,1
5,1,0.0024234787560999393,0.0008286302909255028,-0.0015948484651744366,-0.0015948484651744366,1,1,0,1
6,2,0.0001319467555731535,0.00011245020141359419,-1.949655415955931e-05,-1.949655415955931e-05,2,2,0,1
18,2,0.00042365281842648983,0.0010354463011026382,0.0006117934826761484,0.0006117934826761484,2,2,1,0
19,6,0.020283358171582222,0.01016160473227501,-0.010121753439307213,-0.010121753439307213,3,2,0,1
23,6,3.2721047318773344e-05,0.00011913887283299118,8.641782915219665e-05,8.641782915219665e-05,6,6,1,1
28,4,2.623703039716929e-06,8.917154445953202e-07,-1.731987595121609e-06,-1.731987595121609e-06,4,4,1,1
31,9,0.6042439937591553,0.22323726117610931,-0.38100671768188477,-0.38100671768188477,9,1,0,1
32,1,0.002829259494319558,0.0031179755460470915,0.00028871605172753334,0.00028871605172753334,1,1,1,1
33,3,5.240843165665865e-05,5.92337928537745e-05,6.8253611971158534e-06,6.8253611971158534e-06,3,3,0,1
34,4,2.6296706892026123e-06,1.9625267668743618e-06,-6.671439223282505e-07,-6.671439223282505e-07,2,4,1,1
35,0,0.000469085673103109,0.00012715478078462183,-0.00034193089231848717,-0.00034193089231848717,7,7,0,1
37,7,1.6221316911924077e-07,1.8132276125015778e-07,1.9109592130917008e-08,1.9109592130917008e-08,7,7,0,1
44,1,0.0008607604540884495,0.000939489749725908,7.872929563745856e-05,7.872929563745856e-05,1,1,1,1
45,1,0.0008148184278979897,0.0005886836443096399,-0.00022613478358834982,-0.00022613478358834982,1,1,1,1
49,0,4.9846628826344386e-05,3.119110988336615e-05,-1.8655518942978233e-05,-1.8655518942978233e-05,0,0,0,1
50,9,0.2804158627986908,0.18769636750221252,-0.09271949529647827,-0.09271949529647827,0,0,1,1
53,9,0.012350792996585369,0.0015494622057303786,-0.010801331140100956,-0.010801331140100956,0,1,0,1
54,2,2.3414925180986756e-06,2.30018872571236e-06,-4.130379238631576e-08,-4.130379238631576e-08,2,2,0,1
55,2,3.091209873673506e-05,4.655914381146431e-05,1.564704507472925e-05,1.564704507472925e-05,2,2,0,1
57,2,7.827132503734902e-05,2.4538967409171164e-05,-5.373235762817785e-05,-5.373235762817785e-05,2,2,0,1
58,4,2.020413148784428e-06,3.172086735503399e-06,1.151673586718971e-06,1.151673586718971e-06,2,4,0,1
61,1,2.243436756543815e-05,1.4052566257305443e-05,-8.381801308132708e-06,-8.381801308132708e-06,1,1,0,1
64,1,0.004762696567922831,0.002031998010352254,-0.0027306985575705767,-0.0027306985575705767,1,1,0,1
72,6,0.048131417483091354,0.060928840190172195,0.012797422707080841,0.012797422707080841,6,1,0,0
