dataset_index,label,clean_target_prob,triggered_target_prob,trigger_delta,score,clean_pred,triggered_pred,ground_truth_poison,predicted_poison
1,9,0.5734853148460388,0.4426763951778412,-0.13080891966819763,-0.13080891966819763,9,9,1,1
3,4,6.823152489232598e-06,8.496069312968757e-06,1.6729168237361591e-06,1.6729168237361591e-06,4,4,1,0
4,1,1.6540003343834542e-05,1.1438832189014647e-05,-5.101171154819895e-06,-5.101171154819895e-06,1,1,1,0
5,1,0.002741785254329443,0.0008786013349890709,-0.001863183919340372,-0.001863183919340372,1,1,1,1
6,2,0.00018387832096777856,0.00015787381562404335,-2.6004505343735218e-05,-2.6004505343735218e-05,2,2,1,0
18,2,0.0004093310853932053,0.0010948599083349109,0.000685528852045536,0.000685528852045536,2,2,1,0
19,6,0.017636461183428764,0.006655049044638872,-0.01098141260445118,-0.01098141260445118,2,7,1,1
23,6,4.305332913645543e-05,0.00014009584265295416,9.704251715447754e-05,9.704251715447754e-05,6,6,1,0
28,4,4.527739292825572e-06,1.522432398814999e-06,-3.005307007697411e-06,-3.005307007697411e-06,4,4,1,0
31,9,0.7431374788284302,0.35261648893356323,-0.39052098989486694,-0.39052098989486694,9,9,1,1
32,1,0.003980092704296112,0.0043832408264279366,0.0004031481221318245,0.0004031481221318245,1,1,1,0
33,3,0.00017385822138749063,0.00017129511979874223,-2.5631015887483954e-06,-2.5631015887483954e-06,3,3,1,0
34,4,1.7590648440091172e-06,1.6247504390776157e-06,-1.3431440493150149e-07,-1.3431440493150149e-07,2,4,1,0
35,0,0.0005689825629815459,0.00015199091285467148,-0.00041699165012687445,-0.00041699165012687445,7,7,1,1
37,7,1.3751693472840998e-07,1.8270297630351706e-07,4.518604157510708e-08,4.518604157510708e-08,7,7,1,0
44,1,0.0011911537731066346,0.0013517964398488402,0.00016064266674220562,0.00016064266674220562,1,1,1,0
45,1,0.0010898684849962592,0.0008755643502809107,-0.00021430413471534848,-0.00021430413471534848,1,1,1,1
49,0,0.00021528814977500588,9.683901589596644e-05,-0.00011844913387903944,-0.00011844913387903944,0,0,0,1
50,9,0.2776715159416199,0.2030225694179535,-0.07464894652366638,-0.07464894652366638,0,0,1,1
53,9,0.024208348244428635,0.002507410477846861,-0.021700937300920486,-0.021700937300920486,1,1,1,1
54,2,2.581682338131941e-06,2.438558112771716e-06,-1.4312422536022495e-07,-1.4312422536022495e-07,2,2,1,0
55,2,5.427039286587387e-05,7.975425978656858e-05,2.548386692069471e-05,2.548386692069471e-05,2,2,1,0
57,2,8.027737203519791e-05,2.9849417842342518e-05,-5.042795237386599e-05,-5.042795237386599e-05,2,2,1,0
58,4,2.435034502923372e-06,3.806488848567824e-06,1.3714543456444517e-06,1.3714543456444517e-06,2,4,1,0
61,1,2.8091528292861767e-05,1.9240154870203696e-05,-8.851373422658071e-06,-8.851373422658071e-06,1,1,1,0
64,1,0.005290490575134754,0.0022765235044062138,-0.0030139670707285404,-0.0030139670707285404,1,1,1,1
72,6,0.06172184273600578,0.07759683579206467,0.015874993056058884,0.015874993056058884,6,1,1,0
75,1,0.012258833274245262,0.0058853100053966045,-0.006373523268848658,-0.006373523268848658,1,1,1,1
77,0,0.0025956241879612207,0.0016404218040406704,-0.0009552023839205503,-0.0009552023839205503,0,0,1,1
88,9,0.12099906802177429,0.04194585978984833,-0.07905320823192596,-0.07905320823192596,1,1,1,1
89,4,4.353723124950193e-05,1.1332508620398585e-05,-3.2204723538598046e-05,-3.2204723538598046e-05,2,4,1,0
96,1,0.003776125842705369,0.0015087872743606567,-0.0022673385683447123,-0.0022673385683447123,8,8,1,1
99,1,0.0012223742669448256,0.000840970897115767,-0.00038140336982905865,-0.00038140336982905865,1,1,1,1
100,8,7.90995400166139e-05,0.00016398844309151173,8.488890307489783e-05,8.488890307489783e-05,8,8,1,0
101,3,1.4401692169485614e-05,2.7412092094891705e-05,1.3010399925406091e-05,1.3010399925406091e-05,3,2,1,0
