client_id,dataset_index,original_label,ground_truth_status,predicted_status,predicted_class,backdoor_score,is_correct
0,34471,8,clean,clean,8,0.06679512560367584,1
0,3258,8,clean,clean,8,0.06973361223936081,1
0,21050,8,clean,clean,8,0.08091243356466293,1
0,41867,8,clean,clean,8,0.06392523646354675,1
0,39802,8,clean,clean,8,0.06798240542411804,1
0,33014,8,clean,clean,8,0.0695941299200058,1
0,24759,8,clean,clean,8,0.06425727903842926,1
0,39119,8,clean,clean,8,0.06652099639177322,1
0,29708,8,clean,clean,8,0.06530994921922684,1
0,47978,8,clean,clean,8,0.059517789632081985,1
0,17799,8,clean,clean,8,0.06564055383205414,1
0,41292,8,clean,clean,8,0.07463998347520828,1
0,11005,8,clean,clean,8,0.061302267014980316,1
0,23073,8,clean,clean,8,0.08009688556194305,1
0,11042,8,clean,clean,8,0.0773654580116272,1
0,7610,8,clean,clean,8,0.06137273833155632,1
0,20405,8,clean,clean,8,0.07345558702945709,1
0,43713,8,clean,clean,8,0.06635637581348419,1
0,49389,8,clean,clean,8,0.06657727062702179,1
0,11674,8,clean,clean,8,0.06470353901386261,1
0,25327,8,clean,clean,8,0.06460441648960114,1
0,8005,8,clean,clean,8,0.06700091809034348,1
0,5904,8,clean,clean,8,0.06655331701040268,1
0,26988,8,clean,clean,8,0.06612453609704971,1
0,38809,8,clean,clean,8,0.06729794293642044,1
0,46152,8,clean,clean,8,0.06621910631656647,1
0,8111,8,clean,clean,8,0.06278503686189651,1
0,29407,8,clean,clean,8,0.06520553678274155,1
0,35586,8,clean,clean,8,0.06316454708576202,1
0,25790,8,clean,clean,8,0.0662606731057167,1
0,16620,8,clean,clean,8,0.06877468526363373,1
0,45717,8,clean,clean,8,0.06324716657400131,1
0,39154,8,clean,clean,8,0.06788961589336395,1
0,36390,8,clean,clean,8,0.06137644499540329,1
0,42701,8,clean,clean,8,0.06574428081512451,1
0,21175,8,clean,clean,8,0.06998686492443085,1
0,4923,8,clean,clean,8,0.06261129677295685,1
0,45354,8,clean,clean,8,0.06297629326581955,1
0,1174,8,clean,clean,6,0.07842572033405304,1
0,7496,8,clean,clean,8,0.06477697193622589,1
0,32577,8,clean,clean,8,0.06401431560516357,1
0,155,8,clean,clean,8,0.06032100319862366,1
0,40435,8,clean,clean,8,0.0676431655883789,1
0,27370,8,clean,clean,8,0.06682731956243515,1
0,19851,8,clean,clean,8,0.07214359194040298,1
0,26580,8,clean,clean,8,0.06522275507450104,1
0,4974,8,clean,clean,8,0.06749841570854187,1
0,15504,8,clean,clean,8,0.06345862150192261,1
0,46758,8,clean,clean,8,0.06488190591335297,1
0,18118,8,clean,clean,8,0.06181148439645767,1
0,19374,8,clean,clean,8,0.0649181678891182,1
0,11265,8,clean,clean,8,0.06405151635408401,1
0,44728,8,clean,clean,8,0.06658140569925308,1
0,36783,8,clean,clean,8,0.0682312399148941,1
0,7334,8,clean,clean,8,0.06446002423763275,1
0,6501,8,clean,clean,8,0.06415511667728424,1
0,26170,8,clean,clean,8,0.06576589494943619,1
0,41612,8,clean,clean,8,0.0714559555053711,1
0,40124,8,clean,clean,8,0.07139822840690613,1
0,8715,8,clean,clean,8,0.06704571843147278,1
0,24578,8,clean,clean,8,0.07483363896608353,1
0,45626,8,clean,clean,8,0.07285870611667633,1
0,23736,8,clean,clean,8,0.0659758523106575,1
0,9960,8,clean,clean,8,0.06804235279560089,1
0,45162,8,clean,clean,8,0.06532188504934311,1
0,27337,8,clean,clean,8,0.06064184755086899,1
0,44527,8,clean,clean,8,0.060711152851581573,1
0,16479,8,clean,clean,8,0.06600465625524521,1
0,49501,8,clean,clean,8,0.06395375728607178,1
0,45159,8,clean,clean,8,0.0706990659236908,1
0,48311,8,clean,clean,8,0.0629877895116806,1
0,23509,8,clean,clean,8,0.06522221118211746,1
0,36571,8,clean,clean,8,0.06593507528305054,1
0,7376,8,clean,clean,8,0.06684663146734238,1
0,48965,8,clean,clean,8,0.07696539908647537,1
0,31644,8,clean,clean,8,0.06628932803869247,1
0,25902,8,clean,clean,8,0.07060147076845169,1
0,47476,8,clean,clean,8,0.06074245274066925,1
0,19696,8,clean,clean,8,0.06870508193969727,1
0,23693,8,clean,clean,8,0.06394059211015701,1
0,14846,8,clean,clean,8,0.06283266097307205,1
0,15334,8,clean,clean,8,0.06295119225978851,1
0,15049,8,clean,clean,8,0.06641962379217148,1
0,2663,8,clean,clean,8,0.06536651402711868,1
0,21165,8,clean,clean,8,0.0638841763138771,1
0,39114,8,clean,clean,8,0.06854598224163055,1
0,5482,8,clean,clean,8,0.06285542994737625,1
0,7222,8,clean,clean,8,0.06487125903367996,1
0,10346,8,clean,clean,8,0.06748541444540024,1
0,11986,8,clean,clean,8,0.06602520495653152,1
0,3115,8,clean,clean,8,0.07011574506759644,1
0,6474,8,clean,clean,8,0.06832617521286011,1
0,44534,8,clean,clean,8,0.0697091817855835,1
0,32089,8,clean,clean,8,0.07365855574607849,1
0,42926,8,clean,clean,8,0.0637412741780281,1
0,22496,8,clean,clean,8,0.06346620619297028,1
0,42730,8,clean,clean,8,0.07375197857618332,1
0,19141,8,clean,clean,8,0.06601081788539886,1
0,17519,8,clean,clean,8,0.06579059362411499,1
0,48469,8,clean,clean,8,0.06515207886695862,1
0,34369,8,clean,clean,8,0.06976859271526337,1
0,47776,8,clean,clean,8,0.0649590864777565,1
0,22471,8,clean,clean,8,0.06208530813455582,1
0,36953,8,clean,clean,8,0.059280820190906525,1
0,40389,8,clean,clean,8,0.06576478481292725,1
0,29674,8,clean,clean,8,0.06588621437549591,1
0,6717,8,clean,clean,8,0.06363919377326965,1
0,26487,8,clean,clean,8,0.06742946803569794,1
0,9192,8,clean,clean,8,0.06997378915548325,1
0,39895,8,clean,clean,8,0.0678214430809021,1
0,48281,8,clean,clean,8,0.06218615174293518,1
0,27561,8,clean,clean,8,0.06323160976171494,1
0,15422,8,clean,clean,8,0.07116331160068512,1
0,19748,8,clean,clean,8,0.0987546443939209,1
0,1323,8,clean,clean,8,0.06005943566560745,1
0,21943,8,clean,clean,8,0.06434281170368195,1
0,9351,8,clean,clean,8,0.06828499585390091,1
0,17962,8,clean,clean,8,0.069267638027668,1
0,30762,8,clean,clean,8,0.07164602726697922,1
0,13672,8,clean,clean,8,0.06519369781017303,1
0,27310,8,clean,clean,8,0.0642768070101738,1
0,34977,8,clean,clean,8,0.06568646430969238,1
0,4916,8,clean,clean,8,0.06895967572927475,1
0,11627,8,clean,clean,8,0.06630421429872513,1
0,17820,8,clean,clean,8,0.06453416496515274,1
0,3625,8,clean,clean,8,0.06579706817865372,1
0,47350,8,clean,clean,8,0.0625145360827446,1
0,43895,8,clean,clean,8,0.059250857681035995,1
0,49400,8,clean,clean,8,0.0770762637257576,1
0,5910,8,clean,clean,8,0.06498625129461288,1
0,2172,8,clean,clean,8,0.06708794832229614,1
0,9922,8,clean,clean,8,0.07097571343183517,1
0,15260,8,clean,clean,8,0.07443219423294067,1
0,49764,8,clean,clean,8,0.067901611328125,1
0,47531,8,clean,clean,8,0.06504521518945694,1
0,9555,8,clean,clean,8,0.06584946066141129,1
0,32086,8,clean,clean,8,0.07048800587654114,1
0,7366,8,clean,clean,8,0.06611350923776627,1
0,30550,8,clean,clean,8,0.07041598856449127,1
0,9265,8,clean,clean,8,0.06699319183826447,1
0,2918,8,clean,clean,8,0.06183875352144241,1
0,49696,8,clean,clean,8,0.07015640288591385,1
0,1749,8,clean,clean,8,0.0672018826007843,1
0,15780,8,clean,clean,8,0.07022824883460999,1
0,14922,8,clean,clean,8,0.06255538016557693,1
0,9861,8,clean,clean,8,0.06522560119628906,1
0,39317,8,clean,clean,8,0.06816719472408295,1
0,17125,8,clean,clean,8,0.07294199615716934,1
0,4852,8,clean,clean,8,0.06455627083778381,1
0,1821,8,clean,clean,8,0.06756415218114853,1
0,44880,8,clean,clean,8,0.06348732113838196,1
0,34894,8,clean,clean,8,0.07296153157949448,1
0,8168,8,clean,clean,8,0.06416358798742294,1
0,21164,8,clean,clean,8,0.06890532374382019,1
0,5600,8,clean,clean,8,0.06531410664319992,1
0,18055,8,clean,clean,8,0.07087831944227219,1
0,5752,8,clean,clean,8,0.0647483542561531,1
0,24554,8,clean,clean,8,0.06483956426382065,1
0,28985,8,clean,clean,8,0.07135259360074997,1
0,35719,8,clean,clean,8,0.06659483164548874,1
0,14565,8,clean,clean,8,0.06663141399621964,1
0,41240,8,clean,clean,8,0.07196970283985138,1
0,38453,8,clean,clean,8,0.06379065662622452,1
0,3159,8,clean,clean,8,0.07073009014129639,1
0,48990,8,clean,clean,8,0.06626248359680176,1
0,8120,8,clean,clean,8,0.06650354713201523,1
0,16159,8,clean,clean,8,0.06602966785430908,1
0,21169,8,clean,clean,8,0.0718488097190857,1
0,29734,8,clean,clean,8,0.07110963761806488,1
0,38689,8,clean,clean,8,0.06756272912025452,1
0,46985,8,clean,clean,8,0.06444218009710312,1
0,13591,8,clean,clean,8,0.06556417793035507,1
0,16509,8,clean,clean,8,0.06650073081254959,1
0,4713,8,clean,clean,8,0.06538297235965729,1
0,12646,8,clean,clean,8,0.0719563439488411,1
0,12935,8,clean,clean,8,0.07061084359884262,1
0,28153,8,clean,clean,8,0.0670127347111702,1
0,43383,8,clean,clean,8,0.06560642272233963,1
0,20419,8,clean,clean,8,0.06722460687160492,1
0,9366,8,clean,clean,8,0.06598610430955887,1
0,49007,8,clean,clean,8,0.06362760812044144,1
0,36341,8,clean,clean,8,0.06625348329544067,1
0,14010,8,clean,clean,8,0.1048722043633461,1
0,1092,8,clean,clean,8,0.06480339169502258,1
0,38779,8,clean,clean,8,0.06670784205198288,1
0,33446,8,clean,clean,8,0.0759967714548111,1
0,46937,8,clean,clean,8,0.06976211816072464,1
0,41674,8,clean,clean,8,0.06281662732362747,1
0,25450,8,clean,clean,8,0.0650864690542221,1
0,29647,8,clean,clean,8,0.06793402880430222,1
0,31903,8,clean,clean,8,0.06825315952301025,1
0,20459,8,clean,clean,8,0.05995410680770874,1
0,12266,8,clean,clean,8,0.06672205775976181,1
0,46223,8,clean,clean,8,0.07905662804841995,1
0,1032,8,clean,clean,8,0.06771206855773926,1
0,37692,8,clean,clean,8,0.06294702738523483,1
0,6346,8,clean,clean,8,0.06764595955610275,1
0,27640,8,clean,clean,8,0.07261279225349426,1
0,3642,8,clean,clean,8,0.06973274052143097,1
0,44882,8,clean,clean,8,0.06123233586549759,1
0,22948,8,clean,clean,8,0.07440631091594696,1
0,10677,8,clean,clean,8,0.06995030492544174,1
0,19530,8,clean,clean,8,0.08060017228126526,1
0,39462,8,clean,clean,8,0.07979729771614075,1
0,29239,8,clean,clean,8,0.06821095943450928,1
0,49976,8,clean,clean,8,0.06699173897504807,1
0,23534,8,clean,clean,8,0.0816638320684433,1
0,29766,8,clean,clean,8,0.06504955142736435,1
0,48500,8,clean,clean,8,0.0580098032951355,1
0,10483,8,clean,clean,8,0.06630881875753403,1
0,25336,8,clean,clean,8,0.06320495903491974,1
0,31841,8,clean,clean,8,0.06431350111961365,1
0,33946,8,clean,clean,8,0.06326498836278915,1
0,6514,8,clean,clean,8,0.0654187873005867,1
0,190,8,clean,clean,8,0.07037200778722763,1
0,48838,8,clean,clean,8,0.06133114546537399,1
0,15629,8,clean,clean,8,0.06619565933942795,1
0,27507,8,clean,clean,8,0.06822758167982101,1
0,12834,8,clean,clean,8,0.06060090288519859,1
0,19464,8,clean,clean,8,0.06331204622983932,1
0,18171,8,clean,clean,8,0.07023027539253235,1
0,36798,8,clean,clean,8,0.0692676305770874,1
0,31250,8,clean,clean,8,0.0642271637916565,1
0,46821,8,clean,clean,8,0.060584839433431625,1
0,2577,8,clean,clean,8,0.06399394571781158,1
0,32819,8,clean,clean,8,0.06459321081638336,1
0,46751,8,clean,clean,8,0.06329101324081421,1
0,34295,8,clean,clean,8,0.06474684923887253,1
0,3764,8,clean,clean,8,0.07170484215021133,1
0,13322,8,clean,clean,8,0.08146272599697113,1
0,36628,8,clean,clean,8,0.06207718327641487,1
0,5073,8,clean,clean,8,0.06910430639982224,1
0,21111,8,clean,clean,8,0.06552442163228989,1
0,12606,8,clean,clean,8,0.09946656972169876,1
0,36733,8,clean,clean,8,0.06709717214107513,1
0,43159,8,clean,clean,8,0.08166612684726715,1
0,39956,8,clean,clean,8,0.06440908461809158,1
0,46313,8,clean,clean,8,0.06583315879106522,1
0,49553,8,clean,clean,8,0.06721343100070953,1
0,8,8,clean,clean,8,0.06389277428388596,1
0,3123,8,clean,clean,8,0.07395756244659424,1
0,40500,8,clean,clean,8,0.06657823175191879,1
0,26604,8,clean,clean,8,0.06202740594744682,1
0,25503,8,clean,clean,8,0.06869330257177353,1
0,38441,8,clean,clean,8,0.06668997555971146,1
0,4003,8,clean,clean,8,0.06622756272554398,1
0,34021,8,clean,clean,8,0.06654629111289978,1
0,15237,8,clean,clean,8,0.06406817585229874,1
0,45338,8,clean,clean,8,0.0679062232375145,1
0,6789,8,clean,clean,8,0.06707334518432617,1
0,10369,8,clean,clean,8,0.0649784505367279,1
0,1230,8,clean,clean,8,0.05947006866335869,1
0,32777,8,clean,clean,6,0.07966472208499908,1
0,34224,8,clean,clean,8,0.06597908586263657,1
0,328,8,clean,clean,8,0.0626165121793747,1
0,17360,8,clean,clean,8,0.06561870872974396,1
0,1181,8,clean,clean,8,0.0672522634267807,1
0,244,8,clean,clean,8,0.06570909917354584,1
0,43278,8,clean,clean,8,0.06765586137771606,1
0,7934,8,clean,clean,8,0.06507458537817001,1
0,15429,8,clean,clean,8,0.07163643091917038,1
0,9490,8,clean,clean,8,0.06788855791091919,1
0,49876,8,clean,clean,8,0.06845783442258835,1
0,16125,8,clean,clean,8,0.06540650129318237,1
0,24689,8,clean,clean,8,0.06500424444675446,1
0,22813,8,clean,clean,8,0.0648774802684784,1
0,14718,8,clean,clean,8,0.06412623077630997,1
0,8057,8,clean,clean,8,0.06791023164987564,1
0,39072,8,clean,clean,8,0.06795576959848404,1
0,32448,8,clean,clean,8,0.06911152601242065,1
0,6598,8,clean,clean,8,0.06173723191022873,1
0,1751,8,clean,clean,8,0.06446626037359238,1
0,22440,8,clean,clean,8,0.0569346658885479,1
0,37207,8,clean,clean,8,0.08019375056028366,1
0,9258,8,clean,clean,8,0.06467102468013763,1
0,20875,8,clean,clean,8,0.06251399964094162,1
0,10606,8,clean,clean,8,0.06369524449110031,1
0,42683,8,clean,clean,8,0.0676630511879921,1
0,28687,8,clean,clean,8,0.06640230864286423,1
0,9160,8,clean,clean,8,0.06890889257192612,1
0,12395,8,clean,clean,8,0.06369373947381973,1
0,22696,8,clean,clean,8,0.06638043373823166,1
0,1479,8,clean,clean,8,0.0627630427479744,1
0,3359,8,clean,clean,8,0.0890662893652916,1
0,3269,8,clean,clean,8,0.06608665734529495,1
0,16716,8,clean,clean,8,0.06743534654378891,1
0,21157,8,clean,clean,8,0.06917233765125275,1
0,46091,8,clean,clean,8,0.07062619924545288,1
0,25721,8,clean,clean,8,0.05912581831216812,1
0,30357,8,clean,clean,8,0.0659501776099205,1
0,3353,8,clean,clean,8,0.06506874412298203,1
0,49838,8,clean,clean,8,0.06578124314546585,1
0,40495,8,clean,clean,8,0.06609833240509033,1
0,37771,8,clean,clean,8,0.0626210942864418,1
0,35678,8,clean,clean,8,0.06999742239713669,1
0,30808,8,clean,clean,8,0.06390207260847092,1
0,44331,8,clean,clean,8,0.06774979829788208,1
0,14318,8,clean,clean,8,0.06714631617069244,1
0,16861,8,clean,clean,8,0.06418445706367493,1
0,31052,8,clean,clean,8,0.06639749556779861,1
0,716,8,clean,clean,8,0.0740177258849144,1
0,10974,8,clean,clean,8,0.06399312615394592,1
0,12125,8,clean,clean,8,0.06625737994909286,1
0,21998,8,clean,clean,8,0.06260225176811218,1
0,27386,8,clean,clean,8,0.060969095677137375,1
0,27783,8,clean,clean,8,0.06639162451028824,1
0,30380,8,clean,clean,8,0.06549029797315598,1
0,7507,8,clean,clean,8,0.0637151449918747,1
0,27846,8,clean,clean,8,0.06490058451890945,1
0,2847,8,clean,clean,8,0.07228656113147736,1
0,3310,8,clean,clean,8,0.06465160846710205,1
0,21840,8,clean,clean,8,0.06757775694131851,1
0,13131,8,clean,clean,8,0.06473901122808456,1
0,11978,8,clean,clean,8,0.06935670226812363,1
0,23625,8,clean,clean,8,0.06373380124568939,1
0,29895,8,clean,clean,8,0.05775650590658188,1
0,32327,8,clean,clean,8,0.06620625406503677,1
